run_id,session,phase,parent_phase,start_monotonic_ns,end_monotonic_ns,duration_s,status,cache_hit,task_signature,request_id,overlap_group
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_copy_or_load,replay_wall,2947734360152925,2947734426424193,0.066271268,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,candidate_code_load,replay_wall,2947734426710414,2947734426916832,0.000206418,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,checkpoint_load,replay_wall,2947734427037147,2947745242218430,10.815181283,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,candidate_code_load,preflight_task_reload,2947745481266034,2947745485474175,0.004208141,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,preflight_task_reload,replay_wall,2947745481223600,2947745485673730,0.00445013,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,preflight_eval_build,replay_wall,2947748579968389,2947750005894796,1.425926407,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,preflight_eval_lower_compile,replay_wall,2947750006395639,2948415006823895,665.000428256,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,preflight_eval_execute,replay_wall,2948415007243221,2948647898911279,232.891668058,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,scoring_transfer,replay_wall,2948649774520213,2948650863049716,1.088529503,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,scoring_cpu,replay_wall,2948650863325999,2948670706799869,19.84347387,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707083084,2948670707114382,3.1298e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707281048,2948670707292861,1.1813e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707442852,2948670707452918,1.0066e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707605754,2948670707615336,9.582e-06,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707745870,2948670707770548,2.4678e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707870164,2948670707883691,1.3527e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670707975537,2948670707987571,1.2034e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670708076458,2948670708087987,1.1529e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670708175100,2948670708185989,1.0889e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,archive_update,route,2948670708273469,2948670708285043,1.1574e-05,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,route,replay_wall,2948670707058953,2948670708382236,0.001323283,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,replay_wall,,2947734318299612,2948670750577406,936.432277794,ok,False,,,
e64f4ae4f16543fa84ed6ea088dece87,replay,result_write,,2948670760150473,2948670765038370,0.004887897,ok,False,,,
