run_id,session,phase,parent_phase,start_monotonic_ns,end_monotonic_ns,duration_s,status,cache_hit,task_signature,request_id,overlap_group
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_copy_or_load,replay_wall,2945299868223871,2945299934150040,0.065926169,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,candidate_code_load,replay_wall,2945299934422355,2945299934591967,0.000169612,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,checkpoint_load,replay_wall,2945299934696046,2945310736657715,10.801961669,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,candidate_code_load,preflight_task_reload,2945310983979902,2945310988620288,0.004640386,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,preflight_task_reload,replay_wall,2945310983917098,2945310988830006,0.004912908,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,preflight_eval_build,replay_wall,2945313501419346,2945314787491420,1.286072074,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,preflight_eval_lower_compile,replay_wall,2945314787975631,2945958319573800,643.531598169,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,preflight_eval_execute,replay_wall,2945958322276025,2946153509596970,195.187320945,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,scoring_transfer,replay_wall,2946155492269466,2946156559712860,1.067443394,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,scoring_cpu,replay_wall,2946156559980139,2946179353059535,22.793079396,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179353328059,2946179353362626,3.4567e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179353533894,2946179353545495,1.1601e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179353684190,2946179353693742,9.552e-06,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179353834925,2946179353844746,9.821e-06,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179353969202,2946179353992433,2.3231e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354087664,2946179354097285,9.621e-06,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354218424,2946179354227537,9.113e-06,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354347874,2946179354362421,1.4547e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354453994,2946179354466301,1.2307e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354564535,2946179354577637,1.3102e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354666735,2946179354678169,1.1434e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,archive_update,route,2946179354779148,2946179354790199,1.1051e-05,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,route,replay_wall,2946179353302598,2946179354917531,0.001614933,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,replay_wall,,2945299826116859,2946179396660262,879.570543403,ok,False,,,
6f7df3a0d6cd4d229c745fbdd7034684,replay,result_write,,2946179406296493,2946179411984032,0.005687539,ok,False,,,
