run_id,session,phase,parent_phase,start_monotonic_ns,end_monotonic_ns,duration_s,status,cache_hit,task_signature,request_id,overlap_group
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_copy_or_load,replay_wall,2946193953683431,2946194019319873,0.065636442,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,candidate_code_load,replay_wall,2946194019569340,2946194019739168,0.000169828,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,checkpoint_load,replay_wall,2946194019843766,2946204954668469,10.934824703,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,candidate_code_load,preflight_task_reload,2946205208640055,2946205213299156,0.004659101,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,preflight_task_reload,replay_wall,2946205208592185,2946205213513662,0.004921477,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,preflight_eval_build,replay_wall,2946207746474564,2946208992201881,1.245727317,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,preflight_eval_lower_compile,replay_wall,2946208992638412,2946815974224181,606.981585769,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,preflight_eval_execute,replay_wall,2946815974583948,2947008091520962,192.116937014,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,scoring_transfer,replay_wall,2947009974863376,2947011020566464,1.045703088,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,scoring_cpu,replay_wall,2947011020852427,2947033974733388,22.953880961,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975034152,2947033975062577,2.8425e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975222994,2947033975234171,1.1177e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975368171,2947033975377644,9.473e-06,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975517784,2947033975527839,1.0055e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975654531,2947033975677272,2.2741e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975775896,2947033975785790,9.894e-06,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033975921088,2947033975929839,8.751e-06,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033976051265,2947033976066234,1.4969e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033976160580,2947033976172928,1.2348e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033976262414,2947033976274963,1.2549e-05,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033976362534,2947033976372040,9.506e-06,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,archive_update,route,2947033976494090,2947033976503148,9.058e-06,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,route,replay_wall,2947033975012046,2947033976622902,0.001610856,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,replay_wall,,2946193910036584,2947034018283662,840.108247078,ok,False,,,
5d2cb843a2f3488f87f558f19e1ba3e5,replay,result_write,,2947034027595115,2947034032645268,0.005050153,ok,False,,,
