run_id,session,phase,parent_phase,start_monotonic_ns,end_monotonic_ns,duration_s,status,cache_hit,task_signature,request_id,overlap_group
5894c96f55a6422e93f29fa31632207f,replay,archive_copy_or_load,replay_wall,2947048623028049,2947048688551806,0.065523757,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,candidate_code_load,replay_wall,2947048688805724,2947048688929289,0.000123565,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,checkpoint_load,replay_wall,2947048689032070,2947059621642282,10.932610212,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,candidate_code_load,preflight_task_reload,2947059867153764,2947059869964729,0.002810965,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,preflight_task_reload,replay_wall,2947059867113735,2947059870181293,0.003067558,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,preflight_eval_build,replay_wall,2947062874019372,2947064149949415,1.275930043,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,preflight_eval_lower_compile,replay_wall,2947064150402110,2947510476756028,446.326353918,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,preflight_eval_execute,replay_wall,2947510477061149,2947703117218160,192.640157011,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,scoring_transfer,replay_wall,2947704449408048,2947705589852951,1.140444903,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,scoring_cpu,replay_wall,2947705590150562,2947720611401367,15.021250805,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,archive_update,route,2947720611715449,2947720611751258,3.5809e-05,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,archive_update,route,2947720611938394,2947720611967692,2.9298e-05,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,archive_update,route,2947720612084372,2947720612100909,1.6537e-05,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,archive_update,route,2947720612231461,2947720612245457,1.3996e-05,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,archive_update,route,2947720612350308,2947720612363995,1.3687e-05,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,archive_update,route,2947720612463275,2947720612476192,1.2917e-05,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,route,replay_wall,2947720611681691,2947720612571192,0.000889501,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,replay_wall,,2947048580570664,2947720653383125,672.072812461,ok,False,,,
5894c96f55a6422e93f29fa31632207f,replay,result_write,,2947720663667439,2947720670120456,0.006453017,ok,False,,,
